declaration_id,governor,eo_number,event_description,date_signed,archive_record_url
MO-EO-15-10,Jay Nixon,15-10,"Gov. Jay Nixon declares a State of Emergency and directs the Missouri State Emergency Operations Plan be activated due to severe weather that began on December 22, 2015. (Dec. 27)",2015-12-27,https://www.sos.mo.gov/library/reference/orders/2015/eo10
MO-EO-16-07,Jay Nixon,16-07,"Gov. Jay Nixon declares a State of Emergency and directs the Missouri State Emergency Operations Plan be activated due to severe weather that began on May 25, 2016. (May 27)",2016-05-27,https://www.sos.mo.gov/library/reference/orders/2016/eo7
MO-EO-17-06,Eric R. Greitens,17-06,"Gov. Eric Greitens declares a State of Emergency, orders the Missouri State Emergency Operations Plan be activated, and orders and directs the Adjutant General to call into active service any state militia deemed necessary to support civilian authorities in response to severe weather that began on January 12, 2017. (Jan. 12)",2017-01-12,https://www.sos.mo.gov/library/reference/orders/2017/eo6
MO-EO-17-08,Eric R. Greitens,17-08,"Gov. Eric Greitens declares a State of Emergency and directs the Missouri State Emergency Operations Plan be activated due to severe weather that began on March 6, 2017. (Mar. 7)",2017-03-07,https://www.sos.mo.gov/library/reference/orders/2017/eo8
MO-EO-17-12,Eric R. Greitens,17-12,"Gov. Eric Greitens declares a State of Emergency and directs the Missouri State Emergency Operations Plan be activated due to severe weather beginning on April 28, 2017. (Apr. 28)",2017-04-28,https://www.sos.mo.gov/library/reference/orders/2017/eo12
MO-EO-17-22,Eric R. Greitens,17-22,"Gov. Eric Greitens implements the Emergency Mutual Assistance Compact (EMAC) with the Virgin Islands, directs the State Emergency Management Agency to activate the EMAC plan, and orders the Adjutant General to call into active service any state militia deemed necessary to support civilian authorities in response to Hurricane Maria. (Sep. 20)",2017-09-20,https://www.sos.mo.gov/library/reference/orders/2017/eo22
MO-EO-18-02,Eric R. Greitens,18-02,"Gov. Eric Greitens declares a State of Emergency and orders and directs the Adjutant General to call into active service any state militia deemed necessary to support civilian authorities in response to severe weather that began on February 23, 2018. (Feb. 24)",2018-02-24,https://www.sos.mo.gov/library/reference/orders/2018/eo2
MO-EO-18-05,Michael L. Parson,18-05,Gov. Michael Parson declares a drought alert for 47 Missouri counties and orders the Director of the Department of Natural Resources to activate and designate a chairperson for the Drought Assessment Committee. (July 18),2018-07-18,https://www.sos.mo.gov/library/reference/orders/2018/eo5
MO-EO-19-05,Michael L. Parson,19-05,"Gov. Michael Parson declares a State of Emergency and directs the Missouri State Emergency Operations Plan be activated due to severe flooding that began on March 11, 2019. (Mar. 21)",2019-03-21,https://www.sos.mo.gov/library/reference/orders/2019/eo5
MO-EO-19-08,Michael L. Parson,19-08,"Gov. Michael Parson declares a State of Emergency and directs the Missouri State Emergency Operations Plan be activated due to severe weather that began on April 29, 2019. (May 21)",2019-05-21,https://www.sos.mo.gov/library/reference/orders/2019/eo8
MO-EO-22-02,Michael L. Parson,22-02,Gov. Michael Parson declares a State of Emergency and directs the Missouri State Emergency Operations Plan be activated due to forecasted severe winter storm systems. The Adjutant General is ordered to call into active service any state militia deemed necessary to support civilian authorities. (Feb. 1) - Terminated by Executive Order 22-03,2022-02-01,https://www.sos.mo.gov/library/reference/orders/2022/eo2
MO-EO-22-04,Michael L. Parson,22-04,Gov. Michael Parson declares a drought alert for 53 Missouri counties and orders the Director of the Department of Natural Resources to activate and designate a chairperson for the Drought Assessment Committee. (July 21),2022-07-21,https://www.sos.mo.gov/library/reference/orders/2022/eo4
MO-EO-22-05,Michael Kehoe,22-05,Acting Gov. Michael Kehoe declares a State of Emergency and directs the Missouri State Emergency Operations Plan be activated due to severe storm systems. (July 26),2022-07-26,https://www.sos.mo.gov/library/reference/orders/2022/eo5
MO-EO-23-03,Michael L. Parson,23-03,Gov. Michael Parson declares a State of Emergency and directs the Missouri State Emergency Operations Plan be activated. The Adjutant General is ordered to call into active service any state militia deemed necessary to support civilian authorities in response to forecasted severe storm systems. (Mar. 31),2023-03-31,https://www.sos.mo.gov/library/reference/orders/2023/eo3
MO-EO-23-08,Michael L. Parson,23-08,Gov. Michael Parson declares a State of Emergency and directs the Missouri State Emergency Operations Plan be activated due to forecasted severe storm systems. (Aug. 5),2023-08-05,https://www.sos.mo.gov/library/reference/orders/2023/eo8
MO-EO-24-03,Michael Parson,24-03,Gov. Michael Parson declares a State of Emergency and declares Missouri will implement the Emergency Mutual Aid Compact (EMAC) agreement with the State of Texas to provide support with border operations. (Feb. 20),2024-02-20,https://www.sos.mo.gov/library/reference/orders/2024/eo3
MO-EO-24-06,Michael L. Parson,24-06,Gov. Michael Parson declares a State of Emergency and directs the Missouri State Emergency Operations Plan be activated due to forecasted severe storm systems. (May 2),2024-05-02,https://www.sos.mo.gov/library/reference/orders/2024/eo6
MO-EO-24-14,Michael L. Parson,24-14,Gov. Michael Parson declares a State of Emergency and directs the Missouri State Emergency Operations Plan be activated due to ongoing and forecasted severe storm systems. (Nov. 5),2024-11-05,https://www.sos.mo.gov/library/reference/orders/2024/eo14
MO-EO-25-19,Mike Kehoe,25-19,"Gov. Mike Kehoe declares a State of Emergency and directs the Missouri State Emergency Operations Plan be activated due to forecasted severe storm systems beginning on March 14, 2025. (Mar. 14)",2025-03-14,https://www.sos.mo.gov/library/reference/orders/2025/eo19
MO-EO-25-29,Mike Kehoe,25-29,"Gov. Mike Kehoe declares a Drought Alert in several Missouri counties, directs the Director of the Department of Natural Resources to promote the use of Condition Monitoring Observer Reports, and directs all state agencies to provide assistance to affected communities. (Sep. 22)",2025-09-22,https://www.sos.mo.gov/library/reference/orders/2025/eo29
MO-EO-26-05,Mike Kehoe,26-05,Gov. Mike Kehoe declares a State of Emergency and directs the Missouri State Emergency Operations Plan be activated. The Adjutant General is ordered to call into active service any state militia deemed necessary to support civilian authorities in response to the ongoing and forecasted severe winter storm systems. (Jan. 22),2026-01-22,https://www.sos.mo.gov/library/reference/orders/2026/eo5
MO-EO-26-08,Mike Kehoe,26-08,Gov. Mike Kehoe declares a State of Emergency and directs the Missouri State Emergency Operations Plan be activated in response to the ongoing and forecasted severe storm systems. (Mar. 5),2026-03-05,https://www.sos.mo.gov/library/reference/orders/2026/eo8
MO-EO-26-12,Mike Kehoe,26-12,Gov. Mike Kehoe declares a State of Emergency and directs the Missouri State Emergency Operations Plan be activated in response to the ongoing and forecasted severe storm systems. (Apr. 17),2026-04-17,https://www.sos.mo.gov/library/reference/orders/2026/eo12
MO-EO-26-14,Mike Kehoe,26-14,Gov. Mike Kehoe declares a State of Emergency and directs the Missouri State Emergency Operations Plan be activated in response to the ongoing and forecasted severe storm systems. (May 18),2026-05-18,https://www.sos.mo.gov/library/reference/orders/2026/eo14
MO-EO-26-15,Mike Kehoe,26-15,"Gov. Mike Kehoe declares a State of Emergency and directs the Missouri State Emergency Operations Plan be activated in response to the severe weather event starting on June 4, 2026. (June 10)",2026-06-10,https://www.sos.mo.gov/library/reference/orders/2026/eo15
MO-EO-26-16,Mike Kehoe,26-16,Gov. Mike Kehoe declares a State of Emergency and directs the Missouri State Emergency Operations Plan be activated in response to the ongoing and forecasted severe storm systems. (July 10),2026-07-10,https://www.sos.mo.gov/library/reference/orders/2026/eo16
