declaration_id,eo_number,title,date_signed,action_type,related_order,hazard_category,archive_record_url
MI-EO-2023-3,2023-3,Executive Order 2023-3: Declaration of State of Emergency,2023-04-21,amendment,2023-2,flood,https://www.michigan.gov/whitmer/news/state-orders-and-directives/2023/04/21/executive-order-2023_3-declaration-of-state-of-emergency
MI-EO-2023-4,2023-4,Executive Order 2023-4: Growing Michigan Together Council,2023-06-01,other,,,https://www.michigan.gov/whitmer/news/state-orders-and-directives/2023/06/01/executive-order-2023_4-growing-michigan-together-council
MI-EO-2023-5,2023-5,Executive Order 2023-5: LGBTQ+ Commission,2023-06-11,other,,,https://www.michigan.gov/whitmer/news/state-orders-and-directives/2023/06/11/executive-order-2023_5-lgbtq-commission
MI-EO-2023-6,2023-6,"Executive Order 2023-6: Michigan Department of Lifelong Education, Advancement, and Potential Executive Reorganization",2023-07-11,other,,,https://www.michigan.gov/whitmer/news/state-orders-and-directives/2023/07/11/executive-order-2023_6-mileap
MI-EO-2023-7,2023-7,Executive Order 2023-7: Declaration of State of Emergency,2023-08-25,declaration,,severe_storm,https://www.michigan.gov/whitmer/news/state-orders-and-directives/2023/08/25/executive-order-20237-declaration-of-state-of-emergency
MI-EO-2023-8,2023-8,Executive Order 2023-8: Declaration of State of Emergency,2023-08-28,amendment,2023-7,severe_storm,https://www.michigan.gov/whitmer/news/state-orders-and-directives/2023/08/28/executive-order-20238-declaration-of-state-of-emergency
MI-EO-2023-9,2023-9,Executive Order 2023-9: Declaration of State of Emergency,2023-08-30,amendment,2023-7,severe_storm,https://www.michigan.gov/whitmer/news/state-orders-and-directives/2023/08/30/executive-order-20239-declaration-of-state-of-emergency
MI-EO-2023-10,2023-10,Executive Order 2023-10: Declaration of State of Emergency,2023-09-13,amendment,2023-7,severe_storm,https://www.michigan.gov/whitmer/news/state-orders-and-directives/2023/09/13/executive-order-2023-10-declaration-of-state-of-emergency
MI-EO-2023-11,2023-11,Executive Order 2023-11: Department of Labor and Economic Opportunity,2023-11-03,other,,,https://www.michigan.gov/whitmer/news/state-orders-and-directives/2023/11/03/executive-order-2023_11
MI-EO-2024-1,2024-1,Executive Order 2024-1: Michigan Developmental Disabilities Council,2024-01-05,other,,,https://www.michigan.gov/whitmer/news/state-orders-and-directives/2024/01/05/executive-order-2024_1-michigan-developmental-disabilities-council
MI-EO-2024-2,2024-2,Executive Order 2024-2: Executive Reorganization,2024-01-17,other,,,https://www.michigan.gov/whitmer/news/state-orders-and-directives/2024/01/17/executive-order-2024-2-executive-reorganization
MI-EO-2024-3,2024-3,Executive Order 2024-3: Declaration of State of Emergency,2024-05-07,declaration,,severe_storm,https://www.michigan.gov/whitmer/news/state-orders-and-directives/2024/05/07/executive-order-2024-3-declaration-of-state-of-emergency
MI-EO-2024-4,2024-4,Executive Order 2024-4: Gun Violence Prevention Task Force,2024-06-20,other,,,https://www.michigan.gov/whitmer/news/state-orders-and-directives/2024/06/20/executive-order-2024-4-gun-violence-prevention-task-force
MI-EO-2024-5,2024-5,Executive Order 2024-5: Executive Reorganization,2024-07-18,other,,,https://www.michigan.gov/whitmer/news/state-orders-and-directives/2024/07/18/executive-order-2024-5-executive-reorganization
MI-EO-2024-6,2024-6,Executive Order 2024-6: Juvenile Residential Facilities Advisory Committee,2024-09-26,other,,,https://www.michigan.gov/whitmer/news/state-orders-and-directives/2024/09/26/executive-order-2024-6-juvenile-residential-facilities-advisory-committee
MI-EO-2025-1,2025-1,Executive Order 2025-1: Executive Reorganization,2025-01-22,other,,,https://www.michigan.gov/whitmer/news/state-orders-and-directives/2025/01/22/executive-reorganization
MI-EO-2025-2,2025-2,Executive Order 2025-2: Declaration of State of Emergency,2025-03-31,declaration,,winter,https://www.michigan.gov/whitmer/news/state-orders-and-directives/2025/03/31/executive-order-2025-2-declaration-of-state-of-emergency
MI-EO-2025-3,2025-3,Executive Order 2025-3: Amended Declaration of State of Emergency,2025-04-01,amendment,2025-2,winter,https://www.michigan.gov/whitmer/news/state-orders-and-directives/2025/04/01/executive-order-2025-3-amended-declaration-of-state-of-emergency
MI-EO-2025-5,2025-5,Executive Order 2025-5: Amended Suspension of Rules for Motor Drivers and Carriers during the State of Energy Emergency,2025-04-03,amendment,2025-2,winter,https://www.michigan.gov/whitmer/news/state-orders-and-directives/2025/04/03/executive-order-2025-5-amended-suspension-of-rules-for-motor-drivers-during-the-state-of-emergency
MI-EO-2025-4,2025-4,Executive Order 2025-4: Suspension of Rules for Motor Drivers and Carriers during the State of Emergency,2025-05-01,amendment,2025-2,winter,https://www.michigan.gov/whitmer/news/state-orders-and-directives/2025/05/01/executive-order-2025-4-suspension-of-rules-for-motor-drivers-carriers-during-state-of-emergency
MI-EO-2025-6,2025-6,"Executive Order 2025-6: Naming the ""Deborah A. Stabenow Building""",2025-05-07,other,,,https://www.michigan.gov/whitmer/news/state-orders-and-directives/2025/05/07/executive-order-2025-6-naming-the-deborah-a-stabenow-building
MI-EO-2025-7,2025-7,Executive Order 2025-7: Declaration of State of Emergency,2025-06-03,declaration,,flood,https://www.michigan.gov/whitmer/news/state-orders-and-directives/2025/06/03/executive-order-2025-7-declaration-of-state-of-emergency
MI-EO-2025-8,2025-8,Executive Order 2025-8: Declaration of State of Emergency,2025-08-26,declaration,,severe_storm,https://www.michigan.gov/whitmer/news/state-orders-and-directives/2025/08/26/executive-order-2025-8-declaration-of-state-of-emergency
MI-EO-2025-9,2025-9,"EXECUTIVE ORDER No. 2025-9 Additional Board, Council, and Commission Reorganizations Department of Agriculture and Rural Development; Department of Education; Department of Health and Human Services; Department of Insurance and Financial Services; Department of Labor and Economic Opportunity; Department of Licensing and Regulatory Affairs; Department of Natural Resources; Department of State Police; and Department of Technology, Management, and Budget. Executive Reorganization",2025-10-22,other,,,https://www.michigan.gov/whitmer/news/state-orders-and-directives/2025/12/18/executive-order-no-20259-additional-board
MI-EO-2026-1,2026-1,EXECUTIVE ORDER No. 2026-1 Declaration of State of Emergency,2026-03-08,declaration,,severe_storm,https://www.michigan.gov/whitmer/news/state-orders-and-directives/2026/03/08/executive-order--2026-1
MI-EO-2026-2,2026-2,Executive Order 2026-2: Declaration of State of Emergency and Energy Emergency,2026-03-17,declaration,,winter,https://www.michigan.gov/whitmer/news/state-orders-and-directives/2026/03/17/executive-order-2026-2-declaration-of-state-of-emergency-and-energy-emergency
MI-EO-2026-3,2026-3,EXECUTIVE ORDER No. 2026-3 Amended Declaration of State of Emergency,2026-03-25,amendment,2026-2,winter,https://www.michigan.gov/whitmer/news/state-orders-and-directives/2026/03/25/eo-state-of-emergency
MI-EO-2026-4,2026-4,Executive Order 2026-4: Declaration of State of Energy Emergency,2026-04-02,operational,,,https://www.michigan.gov/whitmer/news/state-orders-and-directives/2026/04/02/executive-order-2026-4-declaration-of-state-of-energy-emergency
MI-EO-2026-5,2026-5,Executive Order 2026-5: Declaration of State of Emergency,2026-04-10,declaration,,winter,https://www.michigan.gov/whitmer/news/state-orders-and-directives/2026/04/10/executive-order-2026-5-declaration-of-state-of-emergency
MI-EO-2026-6,2026-6,EXECUTIVE ORDER No 2026-6 Declaration of a State of Energy Emergency,2026-04-14,amendment,2026-5,flood,https://www.michigan.gov/whitmer/news/state-orders-and-directives/2026/04/14/executive-order-no-2026-6-declaration-of-a-state-of-energy-emergency
MI-EO-2026-7,2026-7,EXECUTIVE ORDER No 2026-7 Declaration of State of Emergency,2026-04-15,amendment,2026-5,winter,https://www.michigan.gov/whitmer/news/state-orders-and-directives/2026/04/15/executive-order-no-2026-7-declaration-of-state-of-emergency
MI-EO-2026-8,2026-8,Executive Order 2026-8: Declaration of State of Emergency,2026-04-17,amendment,2026-5,flood,https://www.michigan.gov/whitmer/news/state-orders-and-directives/2026/04/17/executive-order-2026-8-declaration-of-state-of-emergency
MI-EO-2026-9,2026-9,Executive Order 2026-9: Declaration of State of Emergency,2026-04-20,amendment,2026-5,flood,https://www.michigan.gov/whitmer/news/state-orders-and-directives/2026/04/20/executive-order-2026-9-declaration-of-state-of-emergency
MI-EO-2026-10,2026-10,EXECUTIVE ORDER No. 2026-10 Declaration of State of Emergency,2026-04-28,amendment,2026-5,flood,https://www.michigan.gov/whitmer/news/state-orders-and-directives/2026/04/28/executive-order-no-2026-10-declaration-of-state-of-emergency
MI-EO-2026-11,2026-11,EXECUTIVE ORDER No 2026-11 Declaration of State of Emergency,2026-05-10,declaration,,,https://www.michigan.gov/whitmer/news/state-orders-and-directives/2026/05/10/executive-order-no-2026-11-declaration-of-state-of-emergency
MI-EO-2026-12,2026-12,Executive Order 2026-12: Every Child Reads Champions Council,2026-05-28,other,,,https://www.michigan.gov/whitmer/news/state-orders-and-directives/2026/05/28/executive-order-2026-12-every-child-reads-champions-council
MI-EO-2026-13,2026-13,EXECUTIVE ORDER No. 2026-13 Gun Violence Prevention Task Force Department of Health and Human Services,2026-06-04,other,,,https://www.michigan.gov/whitmer/news/state-orders-and-directives/2026/06/04/gun-violence-prevention
MI-EO-2026-14,2026-14,Executive Order 2026-14: Declaration of State of Emergency,2026-07-09,declaration,,,https://www.michigan.gov/whitmer/news/state-orders-and-directives/2026/07/09/executive-order-2026-14-declaration-of-state-of-emergency
