declaration_id,governor,administration,governor_key,collection_id,record_id,document_type,eo_number,year,date_signed,event_description,subject,is_emergency_action,action_type,weather_related,weather_hazards,external_assistance_only,format,archive_record_url,document_url,source
VA-MCDONNELL-EO-48-2012,Robert F. McDonnell,2010-2014,mcdonnell,81116276820005756,alma9917829213505756,Executive Order,EO-48,2012,2012-06-29,Executive Order 48 (2012) Continuing the Virginia Prisoner and Juvenile Offender Re-Entry Council,Continuing the Virginia Prisoner and Juvenile Offender Re-Entry Council,False,modification_or_extension,False,,False,3 PDF pages,https://lva.primo.exlibrisgroup.com/discovery/fulldisplay?docid=alma9917829213505756&context=L&vid=01LVA_INST%3A01LVA&lang=en,http://rosetta.virginiamemory.com:1801/delivery/DeliveryManagerServlet?fulltext=true&dps_pid=IE2564543,Library of Virginia Executive Orders Digital Collection
VA-MCDONNELL-EO-54-2012,Robert F. McDonnell,2010-2014,mcdonnell,81116276820005756,alma9917829213305756,Executive Order,EO-54,2012,2012-11-14,Executive Order 54 (2012) Designation of the Director of the Department of Housing and Community Development as the Delegate of the Governor to Make the Certifications Required by Section 1.25-4T(d) of the Regulations of the U.S. Department of Treasury,Designation of the Director of the Department of Housing and Community Development as the Delegate of the Governor to Make the Certifications Required by Section 1.25-4T(d) of the Regulations of the U.S. Department of Treasury,False,procedural,False,,False,2 PDF pages,https://lva.primo.exlibrisgroup.com/discovery/fulldisplay?docid=alma9917829213305756&context=L&vid=01LVA_INST%3A01LVA&lang=en,http://rosetta.virginiamemory.com:1801/delivery/DeliveryManagerServlet?fulltext=true&dps_pid=IE2564546,Library of Virginia Executive Orders Digital Collection
VA-MCDONNELL-EO-55-2012,Robert F. McDonnell,2010-2014,mcdonnell,81116276820005756,alma9917829213205756,Executive Order,EO-55,2012,2012-11-16,Executive Order 55 (2012) Supporting Virginians with Disabilities in the Commonwealth's Workforce; Importance of Employment for Virginians with Disabilities,Supporting Virginians with Disabilities in the Commonwealth's Workforce; Importance of Employment for Virginians with Disabilities,False,other,False,,False,2 PDF pages,https://lva.primo.exlibrisgroup.com/discovery/fulldisplay?docid=alma9917829213205756&context=L&vid=01LVA_INST%3A01LVA&lang=en,http://rosetta.virginiamemory.com:1801/delivery/DeliveryManagerServlet?fulltext=true&dps_pid=IE2564555,Library of Virginia Executive Orders Digital Collection
VA-MCDONNELL-EO-37-2011,Robert F. McDonnell,2010-2014,mcdonnell,81116276820005756,alma9917829213105756,Executive Order,EO-37,2011,2011-08-23,Executive Order 37 (2011) Continuing the Virginia Indian Commemorative Commission,Continuing the Virginia Indian Commemorative Commission,False,modification_or_extension,False,,False,3 PDF pages,https://lva.primo.exlibrisgroup.com/discovery/fulldisplay?docid=alma9917829213105756&context=L&vid=01LVA_INST%3A01LVA&lang=en,http://rosetta.virginiamemory.com:1801/delivery/DeliveryManagerServlet?fulltext=true&dps_pid=IE2565623,Library of Virginia Executive Orders Digital Collection
VA-MCDONNELL-EO-23-2010,Robert F. McDonnell,2010-2014,mcdonnell,81116276820005756,alma9917829213005756,Executive Order,EO-23,2010,2010-09-01,Executive Order 23 (2010) Declaration of a State of Emergency for the Commonwealth of Virginia Due to the Threat of Significant Flooding and Wind Damaged Caused by Hurricane Earl,Declaration of a State of Emergency for the Commonwealth of Virginia Due to the Threat of Significant Flooding and Wind Damaged Caused by Hurricane Earl,True,declaration,True,flood; hurricane; wind,False,6 PDF pages,https://lva.primo.exlibrisgroup.com/discovery/fulldisplay?docid=alma9917829213005756&context=L&vid=01LVA_INST%3A01LVA&lang=en,http://rosetta.virginiamemory.com:1801/delivery/DeliveryManagerServlet?fulltext=true&dps_pid=IE2565626,Library of Virginia Executive Orders Digital Collection
VA-MCDONNELL-EO-22-2010,Robert F. McDonnell,2010-2014,mcdonnell,81116276820005756,alma9917829212905756,Executive Order,EO-22,2010,2010-08-09,Executive Order 22 (2010) Commission on Military and National Security Facilities,Commission on Military and National Security Facilities,False,other,False,,False,3 PDF pages,https://lva.primo.exlibrisgroup.com/discovery/fulldisplay?docid=alma9917829212905756&context=L&vid=01LVA_INST%3A01LVA&lang=en,http://rosetta.virginiamemory.com:1801/delivery/DeliveryManagerServlet?fulltext=true&dps_pid=IE2565629,Library of Virginia Executive Orders Digital Collection
VA-MCDONNELL-EO-36-2011,Robert F. McDonnell,2010-2014,mcdonnell,81116276820005756,alma9917829212805756,Executive Order,EO-36,2011,2011-07-12,Executive Order 36 (2011) Moving Toward Alternative Fuel Solutions for State-Owned Vehicles,Moving Toward Alternative Fuel Solutions for State-Owned Vehicles,False,other,False,,False,3 PDF pages,https://lva.primo.exlibrisgroup.com/discovery/fulldisplay?docid=alma9917829212805756&context=L&vid=01LVA_INST%3A01LVA&lang=en,http://rosetta.virginiamemory.com:1801/delivery/DeliveryManagerServlet?fulltext=true&dps_pid=IE2565632,Library of Virginia Executive Orders Digital Collection
VA-MCDONNELL-EO-49-2012,Robert F. McDonnell,2010-2014,mcdonnell,81116276820005756,alma9917829212705756,Executive Order,EO-49,2012,2012-07-03,Executive Order 49 (2012) Declaration of a State of Emergency for the Commonwealth of Virginia Due to a Severe Storm Event throughout the Commnwealth,Declaration of a State of Emergency for the Commonwealth of Virginia Due to a Severe Storm Event throughout the Commnwealth,True,declaration,True,storm,False,6 PDF pages,https://lva.primo.exlibrisgroup.com/discovery/fulldisplay?docid=alma9917829212705756&context=L&vid=01LVA_INST%3A01LVA&lang=en,http://rosetta.virginiamemory.com:1801/delivery/DeliveryManagerServlet?fulltext=true&dps_pid=IE2564558,Library of Virginia Executive Orders Digital Collection
VA-MCDONNELL-ED-2-2010,Robert F. McDonnell,2010-2014,mcdonnell,81116276820005756,alma9917829212605756,Executive Directive,ED-2,2010,,Executive Directive 2 (2010) Government Reform-Operational Improvements,Government Reform-Operational Improvements,False,other,False,,False,4 PDF pages,https://lva.primo.exlibrisgroup.com/discovery/fulldisplay?docid=alma9917829212605756&context=L&vid=01LVA_INST%3A01LVA&lang=en,http://rosetta.virginiamemory.com:1801/delivery/DeliveryManagerServlet?fulltext=true&dps_pid=IE2564618,Library of Virginia Executive Orders Digital Collection
VA-MCDONNELL-EO-45-2012,Robert F. McDonnell,2010-2014,mcdonnell,81116276820005756,alma9917829212505756,Executive Order,EO-45,2012,2012-05-18,Executive Order 45 (2012) Implementation of House Bill 9 and Senate Bill 1 Relating to Identification Requirements for Voters at the Polling Place on Election Day,Implementation of House Bill 9 and Senate Bill 1 Relating to Identification Requirements for Voters at the Polling Place on Election Day,False,other,False,,False,4 PDF pages,https://lva.primo.exlibrisgroup.com/discovery/fulldisplay?docid=alma9917829212505756&context=L&vid=01LVA_INST%3A01LVA&lang=en,http://rosetta.virginiamemory.com:1801/delivery/DeliveryManagerServlet?fulltext=true&dps_pid=IE2564627,Library of Virginia Executive Orders Digital Collection
VA-MCDONNELL-EO-58-2013,Robert F. McDonnell,2010-2014,mcdonnell,81116276820005756,alma9917829212405756,Executive Order,EO-58,2013,2013-02-04,Executive Order 58 (2013) Establishing a Statewide Traffic Incident Management Committee,Establishing a Statewide Traffic Incident Management Committee,False,other,False,,False,4 PDF pages,https://lva.primo.exlibrisgroup.com/discovery/fulldisplay?docid=alma9917829212405756&context=L&vid=01LVA_INST%3A01LVA&lang=en,http://rosetta.virginiamemory.com:1801/delivery/DeliveryManagerServlet?fulltext=true&dps_pid=IE2564630,Library of Virginia Executive Orders Digital Collection
VA-MCDONNELL-EO-50-2012,Robert F. McDonnell,2010-2014,mcdonnell,81116276820005756,alma9917829212305756,Executive Order,EO-50,2012,2012-08-12,Executive Order 50 (2012) Promulgation of the 2012 Commonwealth of Virginia Emergency Operations Plan,Promulgation of the 2012 Commonwealth of Virginia Emergency Operations Plan,False,other,False,,False,2 PDF pages,https://lva.primo.exlibrisgroup.com/discovery/fulldisplay?docid=alma9917829212305756&context=L&vid=01LVA_INST%3A01LVA&lang=en,http://rosetta.virginiamemory.com:1801/delivery/DeliveryManagerServlet?fulltext=true&dps_pid=IE2565635,Library of Virginia Executive Orders Digital Collection
VA-MCDONNELL-EO-65-2013,Robert F. McDonnell,2010-2014,mcdonnell,81116276820005756,alma9917829212205756,Executive Order,EO-65,2013,2013-07-15,Executive Order 65 (2013) Sharing of Criminal History Record Information for Determining Eligibility for Automatic Restoration of Rights Process,Sharing of Criminal History Record Information for Determining Eligibility for Automatic Restoration of Rights Process,False,other,False,,False,2 PDF pages,https://lva.primo.exlibrisgroup.com/discovery/fulldisplay?docid=alma9917829212205756&context=L&vid=01LVA_INST%3A01LVA&lang=en,http://rosetta.virginiamemory.com:1801/delivery/DeliveryManagerServlet?fulltext=true&dps_pid=IE2565638,Library of Virginia Executive Orders Digital Collection
VA-MCDONNELL-EO-59-2013,Robert F. McDonnell,2010-2014,mcdonnell,81116276820005756,alma9917829212105756,Executive Order,EO-59,2013,2013-02-05,Executive Order 59 (2013) Continuing the Virginia Commemorative Commission,Continuing the Virginia Commemorative Commission,False,modification_or_extension,False,,False,3 PDF pages,https://lva.primo.exlibrisgroup.com/discovery/fulldisplay?docid=alma9917829212105756&context=L&vid=01LVA_INST%3A01LVA&lang=en,http://rosetta.virginiamemory.com:1801/delivery/DeliveryManagerServlet?fulltext=true&dps_pid=IE2564631,Library of Virginia Executive Orders Digital Collection
VA-MCDONNELL-EO-44-2011,Robert F. McDonnell,2010-2014,mcdonnell,81116276820005756,alma9917829212005756,Executive Order,EO-44,2011,2012-04-12,Executive Order 44 (2011) Continuing the Domestic Violence Prevention and Response Advisory Board,Continuing the Domestic Violence Prevention and Response Advisory Board,False,modification_or_extension,False,,False,4 PDF pages,https://lva.primo.exlibrisgroup.com/discovery/fulldisplay?docid=alma9917829212005756&context=L&vid=01LVA_INST%3A01LVA&lang=en,http://rosetta.virginiamemory.com:1801/delivery/DeliveryManagerServlet?fulltext=true&dps_pid=IE2564636,Library of Virginia Executive Orders Digital Collection
VA-MCDONNELL-ED-3-2011,Robert F. McDonnell,2010-2014,mcdonnell,81116276820005756,alma9917829211905756,Executive Directive,ED-3,2011,,Executive Directive 3 (2011) Government Reform-Operational Improvements Human Resources and Travel,Government Reform-Operational Improvements Human Resources and Travel,False,other,False,,False,3 PDF pages,https://lva.primo.exlibrisgroup.com/discovery/fulldisplay?docid=alma9917829211905756&context=L&vid=01LVA_INST%3A01LVA&lang=en,http://rosetta.virginiamemory.com:1801/delivery/DeliveryManagerServlet?fulltext=true&dps_pid=IE2564648,Library of Virginia Executive Orders Digital Collection
VA-MCDONNELL-EO-30-2010,Robert F. McDonnell,2010-2014,mcdonnell,81116276820005756,alma9917829211805756,Executive Order,EO-30,2010,2010-12-28,"Executive Order 30 (2010) Declaration of a State of Emergency for the Commonwealth of Virginia Due to the Threat of Significant Snow Accumulations, Transportation Difficulties, and Power Outages Caused by a Winter Storm","Declaration of a State of Emergency for the Commonwealth of Virginia Due to the Threat of Significant Snow Accumulations, Transportation Difficulties, and Power Outages Caused by a Winter Storm",True,declaration,True,snow; storm,False,7 PDF pages,https://lva.primo.exlibrisgroup.com/discovery/fulldisplay?docid=alma9917829211805756&context=L&vid=01LVA_INST%3A01LVA&lang=en,http://rosetta.virginiamemory.com:1801/delivery/DeliveryManagerServlet?fulltext=true&dps_pid=IE2564708,Library of Virginia Executive Orders Digital Collection
VA-MCDONNELL-EO-56-2013,Robert F. McDonnell,2010-2014,mcdonnell,81116276820005756,alma9917829211705756,Executive Order,EO-56,2013,2013-05-16,Executive Order 56 (2013) Governor's Taskforce on School and Campus Safety (Revised),Governor's Taskforce on School and Campus Safety (Revised),False,other,False,,False,5 PDF pages,https://lva.primo.exlibrisgroup.com/discovery/fulldisplay?docid=alma9917829211705756&context=L&vid=01LVA_INST%3A01LVA&lang=en,http://rosetta.virginiamemory.com:1801/delivery/DeliveryManagerServlet?fulltext=true&dps_pid=IE2564714,Library of Virginia Executive Orders Digital Collection
VA-MCDONNELL-EO-42-2011,Robert F. McDonnell,2010-2014,mcdonnell,81116276820005756,alma9917829211605756,Executive Order,EO-42,2011,2011-11-22,Executive Order 42 (2011) Allocation of a Portion of the Commonwealth's Share of the Calendar Year 2009 and 2010 National Limitation for Qualified School Construction Bonds Under the American Recovery and Reinvestment Act of 2009,Allocation of a Portion of the Commonwealth's Share of the Calendar Year 2009 and 2010 National Limitation for Qualified School Construction Bonds Under the American Recovery and Reinvestment Act of 2009,False,other,False,,False,4 PDF pages,https://lva.primo.exlibrisgroup.com/discovery/fulldisplay?docid=alma9917829211605756&context=L&vid=01LVA_INST%3A01LVA&lang=en,http://rosetta.virginiamemory.com:1801/delivery/DeliveryManagerServlet?fulltext=true&dps_pid=IE2564717,Library of Virginia Executive Orders Digital Collection
VA-MCDONNELL-EO-43-2011,Robert F. McDonnell,2010-2014,mcdonnell,81116276820005756,alma9917829211505756,Executive Order,EO-43,2011,2011-12-09,Executive Order 43 (2011) Continuing the Statewide Agencies Radio System (STARS),Continuing the Statewide Agencies Radio System (STARS),False,modification_or_extension,False,,False,4 PDF pages,https://lva.primo.exlibrisgroup.com/discovery/fulldisplay?docid=alma9917829211505756&context=L&vid=01LVA_INST%3A01LVA&lang=en,http://rosetta.virginiamemory.com:1801/delivery/DeliveryManagerServlet?fulltext=true&dps_pid=IE2564720,Library of Virginia Executive Orders Digital Collection
VA-MCDONNELL-EO-57-2013,Robert F. McDonnell,2010-2014,mcdonnell,81116276820005756,alma9917829211405756,Executive Order,EO-57,2013,2013-01-29,Executive Order 57 (2013) Establishing the Governor's Rural Jobs Council,Establishing the Governor's Rural Jobs Council,False,other,False,,False,3 PDF pages,https://lva.primo.exlibrisgroup.com/discovery/fulldisplay?docid=alma9917829211405756&context=L&vid=01LVA_INST%3A01LVA&lang=en,http://rosetta.virginiamemory.com:1801/delivery/DeliveryManagerServlet?fulltext=true&dps_pid=IE2564723,Library of Virginia Executive Orders Digital Collection
VA-MCDONNELL-EO-31-2011,Robert F. McDonnell,2010-2014,mcdonnell,81116276820005756,alma9917827926205756,Executive Order,EO-31,2011,2011-01-10,Executive Order 31 (2011) Establishing the Independent Bipartisan Advisory Commission on Redistricting,Establishing the Independent Bipartisan Advisory Commission on Redistricting,False,other,False,,False,3 PDF pages,https://lva.primo.exlibrisgroup.com/discovery/fulldisplay?docid=alma9917827926205756&context=L&vid=01LVA_INST%3A01LVA&lang=en,http://rosetta.virginiamemory.com:1801/delivery/DeliveryManagerServlet?fulltext=true&dps_pid=IE2564729,Library of Virginia Executive Orders Digital Collection
VA-MCDONNELL-EO-21-2010,Robert F. McDonnell,2010-2014,mcdonnell,81116276820005756,alma9917827925905756,Executive Order,EO-21,2010,2010-07-20,Executive Order 21 (2010) Use of Virginia's Cap Allocations for Qualified Energy Conservation Bonds,Use of Virginia's Cap Allocations for Qualified Energy Conservation Bonds,False,other,False,,False,3 PDF pages,https://lva.primo.exlibrisgroup.com/discovery/fulldisplay?docid=alma9917827925905756&context=L&vid=01LVA_INST%3A01LVA&lang=en,http://rosetta.virginiamemory.com:1801/delivery/DeliveryManagerServlet?fulltext=true&dps_pid=IE2564846,Library of Virginia Executive Orders Digital Collection
VA-MCDONNELL-EO-20-2010,Robert F. McDonnell,2010-2014,mcdonnell,81116276820005756,alma9917827925605756,Executive Order,EO-20,2010,2010-07-06,Executive Order 20 (2010) The Governor's Advisory Board on Volunteerism and National Service,The Governor's Advisory Board on Volunteerism and National Service,False,other,False,,False,2 PDF pages,https://lva.primo.exlibrisgroup.com/discovery/fulldisplay?docid=alma9917827925605756&context=L&vid=01LVA_INST%3A01LVA&lang=en,http://rosetta.virginiamemory.com:1801/delivery/DeliveryManagerServlet?fulltext=true&dps_pid=IE2564855,Library of Virginia Executive Orders Digital Collection
VA-MCDONNELL-EO-10-2010,Robert F. McDonnell,2010-2014,mcdonnell,81116276820005756,alma9917827925405756,Executive Order,EO-10,2010,2010-04-30,Executive Order 10 (2010) Housing Policy Framework of the Commonwealth of Virginia,Housing Policy Framework of the Commonwealth of Virginia,False,other,False,,False,2 PDF pages,https://lva.primo.exlibrisgroup.com/discovery/fulldisplay?docid=alma9917827925405756&context=L&vid=01LVA_INST%3A01LVA&lang=en,http://rosetta.virginiamemory.com:1801/delivery/DeliveryManagerServlet?fulltext=true&dps_pid=IE2564900,Library of Virginia Executive Orders Digital Collection
VA-MCDONNELL-EO-66-2013,Robert F. McDonnell,2010-2014,mcdonnell,81116276820005756,alma9917827924505756,Executive Order,EO-66,2013,2013-07-22,Executive Order 66 (2013) The Governor's Advisory Board on Service and Volunteerism,The Governor's Advisory Board on Service and Volunteerism,False,other,False,,False,2 PDF pages,https://lva.primo.exlibrisgroup.com/discovery/fulldisplay?docid=alma9917827924505756&context=L&vid=01LVA_INST%3A01LVA&lang=en,http://rosetta.virginiamemory.com:1801/delivery/DeliveryManagerServlet?fulltext=true&dps_pid=IE2565419,Library of Virginia Executive Orders Digital Collection
VA-MCDONNELL-EO-11-2010,Robert F. McDonnell,2010-2014,mcdonnell,81116276820005756,alma9917827924305756,Executive Order,EO-11,2010,2010-05-11,Executive Order 11 (2010) The Virginia Prisoner and Juvenile Offender Re-Entry Council,The Virginia Prisoner and Juvenile Offender Re-Entry Council,False,other,False,,False,3 PDF pages,https://lva.primo.exlibrisgroup.com/discovery/fulldisplay?docid=alma9917827924305756&context=L&vid=01LVA_INST%3A01LVA&lang=en,http://rosetta.virginiamemory.com:1801/delivery/DeliveryManagerServlet?fulltext=true&dps_pid=IE2564915,Library of Virginia Executive Orders Digital Collection
VA-MCDONNELL-ED-4-2012,Robert F. McDonnell,2010-2014,mcdonnell,81116276820005756,alma9917827924105756,Executive Directive,ED-4,2012,,Executive Directive 4 (2012) Health and Human Services - Establishment of a Work Group to Develop a Plan for Implementing a Program to Screen Newborns for Critical Congenital Heart Disease,Health and Human Services - Establishment of a Work Group to Develop a Plan for Implementing a Program to Screen Newborns for Critical Congenital Heart Disease,False,other,False,,False,3 PDF pages,https://lva.primo.exlibrisgroup.com/discovery/fulldisplay?docid=alma9917827924105756&context=L&vid=01LVA_INST%3A01LVA&lang=en,http://rosetta.virginiamemory.com:1801/delivery/DeliveryManagerServlet?fulltext=true&dps_pid=IE2565422,Library of Virginia Executive Orders Digital Collection
VA-MCDONNELL-EO-15-2010,Robert F. McDonnell,2010-2014,mcdonnell,81116276820005756,alma9917827923905756,Executive Order,EO-15,2010,2010-06-29,"Executive Order 15 (2010) State Employee Fraud, Waste, and Abuse Hotline","State Employee Fraud, Waste, and Abuse Hotline",False,other,False,,False,3 PDF pages,https://lva.primo.exlibrisgroup.com/discovery/fulldisplay?docid=alma9917827923905756&context=L&vid=01LVA_INST%3A01LVA&lang=en,http://rosetta.virginiamemory.com:1801/delivery/DeliveryManagerServlet?fulltext=true&dps_pid=IE2565035,Library of Virginia Executive Orders Digital Collection
VA-MCDONNELL-EO-29-2010,Robert F. McDonnell,2010-2014,mcdonnell,81116276820005756,alma9917827923605756,Executive Order,EO-29,2010,2010-12-23,Executive Order 29 (2010) Serving Virginia's Veterans,Serving Virginia's Veterans,False,other,False,,False,3 PDF pages,https://lva.primo.exlibrisgroup.com/discovery/fulldisplay?docid=alma9917827923605756&context=L&vid=01LVA_INST%3A01LVA&lang=en,http://rosetta.virginiamemory.com:1801/delivery/DeliveryManagerServlet?fulltext=true&dps_pid=IE2565434,Library of Virginia Executive Orders Digital Collection
VA-MCDONNELL-EO-9-2010,Robert F. McDonnell,2010-2014,mcdonnell,81116276820005756,alma9917827923405756,Executive Order,EO-9,2010,2010-03-26,"Executive Order 9 (2010) Establishing the:  ""Governor's Commission on Higher Education Reform, Innovation and Investment""","Establishing the:  ""Governor's Commission on Higher Education Reform, Innovation and Investment""",False,other,False,,False,4 PDF pages,https://lva.primo.exlibrisgroup.com/discovery/fulldisplay?docid=alma9917827923405756&context=L&vid=01LVA_INST%3A01LVA&lang=en,http://rosetta.virginiamemory.com:1801/delivery/DeliveryManagerServlet?fulltext=true&dps_pid=IE2565038,Library of Virginia Executive Orders Digital Collection
VA-MCDONNELL-EO-35-2011,Robert F. McDonnell,2010-2014,mcdonnell,81116276820005756,alma9917827923105756,Executive Order,EO-35,2011,2011-06-28,Executive Order 35 (2011) Continuing the Governor's Advisory Board on Volunteerism and National Service,Continuing the Governor's Advisory Board on Volunteerism and National Service,False,modification_or_extension,False,,False,1 PDF page,https://lva.primo.exlibrisgroup.com/discovery/fulldisplay?docid=alma9917827923105756&context=L&vid=01LVA_INST%3A01LVA&lang=en,http://rosetta.virginiamemory.com:1801/delivery/DeliveryManagerServlet?fulltext=true&dps_pid=IE2565437,Library of Virginia Executive Orders Digital Collection
VA-MCDONNELL-EO-8-2010,Robert F. McDonnell,2010-2014,mcdonnell,81116276820005756,alma9917827923005756,Executive Order,EO-8,2010,2010-03-01,Executive Order 8 (2010) Declaration of a State of Emergency for the Commonwealth of Virginia Due to a Severe Winter Storm Event throughout the Western and Southwestern Portion of the Commonwealth,Declaration of a State of Emergency for the Commonwealth of Virginia Due to a Severe Winter Storm Event throughout the Western and Southwestern Portion of the Commonwealth,True,declaration,True,storm,False,6 PDF pages,https://lva.primo.exlibrisgroup.com/discovery/fulldisplay?docid=alma9917827923005756&context=L&vid=01LVA_INST%3A01LVA&lang=en,http://rosetta.virginiamemory.com:1801/delivery/DeliveryManagerServlet?fulltext=true&dps_pid=IE2565047,Library of Virginia Executive Orders Digital Collection
VA-MCDONNELL-EO-34-2011,Robert F. McDonnell,2010-2014,mcdonnell,81116276820005756,alma9917827921405756,Executive Order,EO-34,2011,2011-06-28,Executive Order 34 (2011) Allocation of a Portion of the Commonwealth's Share of the Calendar Year 2009 and 2010 National Limitation for Qualified School Construction Bonds Under the American Recovery and Reinvestment Act of 2009,Allocation of a Portion of the Commonwealth's Share of the Calendar Year 2009 and 2010 National Limitation for Qualified School Construction Bonds Under the American Recovery and Reinvestment Act of 2009,False,other,False,,False,5 PDF pages,https://lva.primo.exlibrisgroup.com/discovery/fulldisplay?docid=alma9917827921405756&context=L&vid=01LVA_INST%3A01LVA&lang=en,http://rosetta.virginiamemory.com:1801/delivery/DeliveryManagerServlet?fulltext=true&dps_pid=IE2565443,Library of Virginia Executive Orders Digital Collection
VA-MCDONNELL-EO-5-2010,Robert F. McDonnell,2010-2014,mcdonnell,81116276820005756,alma9917827921305756,Executive Order,EO-5,2010,2010-01-29,Executive Order 5 (2010) Declaration of a State of Emergency for the Commonwealth of Virginia Due to a Severe Winter Storm Event throughout the Commonwealth.,Declaration of a State of Emergency for the Commonwealth of Virginia Due to a Severe Winter Storm Event throughout the Commonwealth,True,declaration,True,storm,False,7 PDF pages,https://lva.primo.exlibrisgroup.com/discovery/fulldisplay?docid=alma9917827921305756&context=L&vid=01LVA_INST%3A01LVA&lang=en,http://rosetta.virginiamemory.com:1801/delivery/DeliveryManagerServlet?fulltext=true&dps_pid=IE2565269,Library of Virginia Executive Orders Digital Collection
VA-MCDONNELL-EO-14-2010,Robert F. McDonnell,2010-2014,mcdonnell,81116276820005756,alma9917827921205756,Executive Order,EO-14,2010,2010-06-29,Executive Order 14 (2010) Development and Review of Regulations Proposed by State Agencies,Development and Review of Regulations Proposed by State Agencies,False,other,False,,False,8 PDF pages,https://lva.primo.exlibrisgroup.com/discovery/fulldisplay?docid=alma9917827921205756&context=L&vid=01LVA_INST%3A01LVA&lang=en,http://rosetta.virginiamemory.com:1801/delivery/DeliveryManagerServlet?fulltext=true&dps_pid=IE2565050,Library of Virginia Executive Orders Digital Collection
VA-MCDONNELL-EO-28-2010,Robert F. McDonnell,2010-2014,mcdonnell,81116276820005756,alma9917827921105756,Executive Order,EO-28,2010,2010-12-16,Executive Order 28 (2010) The Commonwealth's Gang and Violent Crime Executive Committee,The Commonwealth's Gang and Violent Crime Executive Committee,False,other,False,,False,3 PDF pages,https://lva.primo.exlibrisgroup.com/discovery/fulldisplay?docid=alma9917827921105756&context=L&vid=01LVA_INST%3A01LVA&lang=en,http://rosetta.virginiamemory.com:1801/delivery/DeliveryManagerServlet?fulltext=true&dps_pid=IE2565449,Library of Virginia Executive Orders Digital Collection
VA-MCDONNELL-EO-19-2010,Robert F. McDonnell,2010-2014,mcdonnell,81116276820005756,alma9917827921005756,Executive Order,EO-19,2010,2010-07-01,Executive Order 19 (2010) Conservation and Efficiency in the Operation of State Government,Conservation and Efficiency in the Operation of State Government,False,other,False,,False,5 PDF pages,https://lva.primo.exlibrisgroup.com/discovery/fulldisplay?docid=alma9917827921005756&context=L&vid=01LVA_INST%3A01LVA&lang=en,http://rosetta.virginiamemory.com:1801/delivery/DeliveryManagerServlet?fulltext=true&dps_pid=IE2565272,Library of Virginia Executive Orders Digital Collection
VA-MCDONNELL-EO-6-2010,Robert F. McDonnell,2010-2014,mcdonnell,81116276820005756,alma9917827920905756,Executive Order,EO-6,2010,2010-02-05,Executive Order 6 (2010) Equal Opportunity.,Equal Opportunity,False,other,False,,False,2 PDF pages,https://lva.primo.exlibrisgroup.com/discovery/fulldisplay?docid=alma9917827920905756&context=L&vid=01LVA_INST%3A01LVA&lang=en,http://rosetta.virginiamemory.com:1801/delivery/DeliveryManagerServlet?fulltext=true&dps_pid=IE2565113,Library of Virginia Executive Orders Digital Collection
VA-MCDONNELL-ED-5-2012,Robert F. McDonnell,2010-2014,mcdonnell,81116276820005756,alma9917827920805756,Executive Directive,ED-5,2012,,Executive Directive 5 (2012) Assessment of State Agency Fleets for Transition to Alternative Fuel Vehicles,Assessment of State Agency Fleets for Transition to Alternative Fuel Vehicles,False,other,False,,False,3 PDF pages,https://lva.primo.exlibrisgroup.com/discovery/fulldisplay?docid=alma9917827920805756&context=L&vid=01LVA_INST%3A01LVA&lang=en,http://rosetta.virginiamemory.com:1801/delivery/DeliveryManagerServlet?fulltext=true&dps_pid=IE2565464,Library of Virginia Executive Orders Digital Collection
VA-MCDONNELL-EO-12-2010,Robert F. McDonnell,2010-2014,mcdonnell,81116276820005756,alma9917827920705756,Executive Order,EO-12,2010,2010-06-10,Executive Order 12 (2010) Reissuance of Executive Order 110 (2010) Regarding Allocation of a Portion of the Commnwealth's Share of the Calendar Year 2009 National Limitation for Qualified School Construction Bonds Under the American Recovery and Reinvestment Act of 2009,Reissuance of Executive Order 110 (2010) Regarding Allocation of a Portion of the Commnwealth's Share of the Calendar Year 2009 National Limitation for Qualified School Construction Bonds Under the American Recovery and Reinvestment Act of 2009,False,other,False,,False,7 PDF pages,https://lva.primo.exlibrisgroup.com/discovery/fulldisplay?docid=alma9917827920705756&context=L&vid=01LVA_INST%3A01LVA&lang=en,http://rosetta.virginiamemory.com:1801/delivery/DeliveryManagerServlet?fulltext=true&dps_pid=IE2565116,Library of Virginia Executive Orders Digital Collection
VA-MCDONNELL-ED-7-2013,Robert F. McDonnell,2010-2014,mcdonnell,81116276820005756,alma9917827920605756,Executive Directive,ED-7,2013,,"Executive Directive 7 (2013) Comprehensive, Coordinated State Response to the Problem of Human Trafficking","Comprehensive, Coordinated State Response to the Problem of Human Trafficking",False,other,False,,False,3 PDF pages,https://lva.primo.exlibrisgroup.com/discovery/fulldisplay?docid=alma9917827920605756&context=L&vid=01LVA_INST%3A01LVA&lang=en,http://rosetta.virginiamemory.com:1801/delivery/DeliveryManagerServlet?fulltext=true&dps_pid=IE2565326,Library of Virginia Executive Orders Digital Collection
